preset,variant,active_experts,tokens_per_expert,total_routed_tokens,hidden_size,intermediate_size,num_experts_model,top_k_model,ose_topk,main_weight_group_size,ose_weight_group_size,gate_channels_per_scale,down_channels_per_scale,duquant_block_size,duquant_rotation_stages,include_duquant_permutation,include_down_duquant_transform,latency_ms,latency_q20_ms,latency_q80_ms,latency_std_ms,speedup_over_duquant_once,speedup_over_plain_no_ose,max_abs_error,max_rel_error,kernel_sequence,block_m,block_n,block_k,num_warps,dtype,routed_token_experts,main_gemm_macs,gateup_duquant_transform_macs,common_down_duquant_transform_macs,ose_branch_macs,total_online_macs_current_layout,total_online_ops_mac2_current_layout,effective_tops_mac2_current_layout,compact_ours_total_macs_if_split_main_columns,duplicate_ose_extra_macs_current_layout,duquant_unique_overhead_macs_per_routed_token,ose_unique_overhead_macs_per_routed_token,unique_overhead_reduction_duquant_vs_ose,estimated_kernel_launches,main_qparam_groups_per_expert,main_qparam_groups_active_experts,main_qparam_groups_all_model_experts,main_qparam_bytes_active_experts,main_qparam_bytes_all_model_experts,main_qparam_reduction_vs_per_channel,main_int8_weight_bytes_per_expert,ose_duplicate_int8_weight_bytes_per_expert_current_layout,ose_duplicate_weight_overhead_ratio_current_layout
olmoe,duquant_once,1,1,1,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.843750,0.841870,0.845509,0.046600,1.000000,0.751420,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,1,6291456,524288,262144,131072,7077888,14155776,0.016777,6553600,0,524288,131072,4.000000,12,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
olmoe,plain_no_ose,1,1,1,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.634011,0.632937,0.634223,0.014520,1.330813,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,1,6291456,524288,262144,131072,6553600,13107200,0.020673,6553600,0,524288,131072,4.000000,9,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,1,1,1,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.738023,0.737938,0.739710,0.007282,1.143257,0.859067,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,1,6291456,524288,262144,131072,6684672,13369344,0.018115,6553600,131072,524288,131072,4.000000,10,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
olmoe,duquant_once,1,2,2,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.839441,0.838433,0.840457,0.001150,1.000000,0.758511,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,2,12582912,1048576,524288,262144,14155776,28311552,0.033727,13107200,0,524288,131072,4.000000,12,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
olmoe,plain_no_ose,1,2,2,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.636725,0.633248,0.729896,0.127733,1.318373,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,2,12582912,1048576,524288,262144,13107200,26214400,0.041171,13107200,0,524288,131072,4.000000,9,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,1,2,2,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.734057,0.733810,0.734679,0.001500,1.143564,0.867405,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,2,12582912,1048576,524288,262144,13369344,26738688,0.036426,13107200,262144,524288,131072,4.000000,10,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
olmoe,duquant_once,1,4,4,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.840262,0.840218,0.842184,0.001190,1.000000,0.751536,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,4,25165824,2097152,1048576,524288,28311552,56623104,0.067387,26214400,0,524288,131072,4.000000,12,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
olmoe,plain_no_ose,1,4,4,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.631487,0.630765,0.633353,0.003929,1.330609,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,4,25165824,2097152,1048576,524288,26214400,52428800,0.083024,26214400,0,524288,131072,4.000000,9,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,1,4,4,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.738848,0.738659,0.739922,0.001068,1.137260,0.854691,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,4,25165824,2097152,1048576,524288,26738688,53477376,0.072379,26214400,524288,524288,131072,4.000000,10,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
olmoe,duquant_once,1,8,8,2048,1024,64,8,64,1,1,1,1,128,2,1,1,0.845990,0.845480,0.849637,0.003670,1.000000,0.754942,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,8,50331648,4194304,2097152,1048576,56623104,113246208,0.133862,52428800,0,524288,131072,4.000000,12,4096,4096,262144,16384,1048576,1.000000,6291456,131072,0.020833
