layer,proj,channel,selected_count,is_scale_topk,is_frequency_topk
7,up_proj,667,0,0,0
7,up_proj,668,0,0,0
7,up_proj,669,0,0,0
7,up_proj,670,0,0,0
7,up_proj,671,0,0,0
7,up_proj,672,0,0,0
7,up_proj,673,0,0,0
7,up_proj,674,0,0,0
7,up_proj,675,0,0,0
7,up_proj,676,0,0,0
7,up_proj,677,0,0,0
7,up_proj,678,12,0,0
7,up_proj,679,0,0,0
7,up_proj,680,4,0,0
7,up_proj,681,0,0,0
7,up_proj,682,0,0,0
7,up_proj,683,0,0,0
7,up_proj,684,0,0,0
7,up_proj,685,44,1,1
7,up_proj,686,0,0,0
7,up_proj,687,2,0,0
7,up_proj,688,0,0,0
7,up_proj,689,0,0,0
7,up_proj,690,0,0,0
7,up_proj,691,0,0,0
7,up_proj,692,0,0,0
7,up_proj,693,0,0,0
7,up_proj,694,0,0,0
7,up_proj,695,0,0,0
7,up_proj,696,1,0,0
7,up_proj,697,0,0,0
7,up_proj,698,0,0,0
7,up_proj,699,0,0,0
7,up_proj,700,0,0,0
7,up_proj,701,0,0,0
7,up_proj,702,0,0,0
7,up_proj,703,0,0,0
7,up_proj,704,0,0,0
7,up_proj,705,0,0,0
7,up_proj,706,0,0,0
7,up_proj,707,0,0,0
7,up_proj,708,0,0,0
7,up_proj,709,0,0,0
7,up_proj,710,0,0,0
7,up_proj,711,0,0,0
7,up_proj,712,0,0,0
7,up_proj,713,0,0,0
7,up_proj,714,0,0,0
7,up_proj,715,0,0,0
7,up_proj,716,0,0,0
7,up_proj,717,62,1,1
7,up_proj,718,0,0,0
7,up_proj,719,0,0,0
7,up_proj,720,0,0,0
7,up_proj,721,0,0,0
7,up_proj,722,0,0,0
7,up_proj,723,0,0,0
7,up_proj,724,0,0,0
7,up_proj,725,5,0,0
7,up_proj,726,0,0,0
7,up_proj,727,0,0,0
7,up_proj,728,0,0,0
7,up_proj,729,0,0,0
7,up_proj,730,0,0,0
7,up_proj,731,0,0,0
7,up_proj,732,2,0,0
7,up_proj,733,0,0,0
7,up_proj,734,0,0,0
7,up_proj,735,0,0,0
7,up_proj,736,0,0,0
7,up_proj,737,0,0,0
7,up_proj,738,0,0,0
7,up_proj,739,0,0,0
7,up_proj,740,0,0,0
7,up_proj,741,0,0,0
7,up_proj,742,0,0,0
7,up_proj,743,0,0,0
7,up_proj,744,0,0,0
7,up_proj,745,0,0,0
7,up_proj,746,0,0,0
7,up_proj,747,0,0,0
7,up_proj,748,0,0,0
7,up_proj,749,0,0,0
7,up_proj,750,0,0,0
7,up_proj,751,0,0,0
7,up_proj,752,0,0,0
7,up_proj,753,0,0,0
7,up_proj,754,0,0,0
7,up_proj,755,0,0,0
7,up_proj,756,0,0,0
7,up_proj,757,0,0,0
7,up_proj,758,0,0,0
7,up_proj,759,0,0,0
7,up_proj,760,0,0,0
7,up_proj,761,0,0,0
7,up_proj,762,0,0,0
7,up_proj,763,0,0,0
7,up_proj,764,0,0,0
7,up_proj,765,0,0,0
7,up_proj,766,0,0,0
7,up_proj,767,0,0,0
7,up_proj,768,0,0,0
7,up_proj,769,0,0,0
7,up_proj,770,0,0,0
7,up_proj,771,0,0,0
7,up_proj,772,0,0,0
7,up_proj,773,0,0,0
7,up_proj,774,0,0,0
7,up_proj,775,53,1,1
7,up_proj,776,0,0,0
7,up_proj,777,0,0,0
7,up_proj,778,0,0,0
7,up_proj,779,0,0,0
7,up_proj,780,0,0,0
7,up_proj,781,0,0,0
7,up_proj,782,0,0,0
7,up_proj,783,0,0,0
7,up_proj,784,0,0,0
7,up_proj,785,0,0,0
7,up_proj,786,0,0,0
7,up_proj,787,0,0,0
7,up_proj,788,0,0,0
7,up_proj,789,0,0,0
7,up_proj,790,0,0,0
7,up_proj,791,0,0,0
7,up_proj,792,0,0,0
7,up_proj,793,0,0,0
7,up_proj,794,0,0,0
7,up_proj,795,0,0,0
7,up_proj,796,0,0,0
7,up_proj,797,0,0,0
7,up_proj,798,0,0,0
7,up_proj,799,0,0,0
7,up_proj,800,0,0,0
7,up_proj,801,0,0,0
7,up_proj,802,1,0,0
7,up_proj,803,0,0,0
7,up_proj,804,0,0,0
7,up_proj,805,0,0,0
7,up_proj,806,0,0,0
7,up_proj,807,0,0,0
7,up_proj,808,0,0,0
7,up_proj,809,0,0,0
7,up_proj,810,0,0,0
7,up_proj,811,0,0,0
7,up_proj,812,0,0,0
7,up_proj,813,0,0,0
7,up_proj,814,0,0,0
7,up_proj,815,0,0,0
7,up_proj,816,0,0,0
7,up_proj,817,0,0,0
