label,model_name,model_path,wbits,abits,router_wbits,router_abits,w_dynamic_method,a_dynamic_method,router_w_dynamic_method,smooth,fc1_scale_merge,moe_down_smooth_mode,lac,swc,moe_outlier_topk,moe_outlier_quant,moe_outlier_score,disable_moe_gate_up_duquant_rotation,fast_moe_down_calibration,status,wikitext2,c4,acc_avg,arc_challenge,arc_easy,boolq,openbookqa,piqa,winogrande,calibration_seconds,smooth_seconds,duquant_seconds,inference_wikitext2_seconds,inference_c4_seconds,output_dir,rank_log,run_log
"duquant_moe_baseline","olmoe","/home/lwk/HeteroQuant_Repro/local_models/olmoe_compat","4","8","8","8","per_channel","per_token","per_channel","1","max","duquant","0.9","0.8","0","same","smooth_scale","0","0","ok","7.127555847167969","11.26496696472168","","","","","","","","983.341694","199.891035","783.434799","227.880694","417.606752","/home/lwk/HeteroQuant_Repro/experiments/duquant_moe_baseline_olmoe_20260722_200044/output","/home/lwk/HeteroQuant_Repro/experiments/duquant_moe_baseline_olmoe_20260722_200044/output/olmoe_compat_w4a8_Rw8a8/log_rank0_1784721647.txt","/home/lwk/HeteroQuant_Repro/experiments/duquant_moe_baseline_olmoe_20260722_200044/run.log"
