scope,preset,variant,active_experts,tokens_per_expert,total_routed_tokens,total_tokens,hidden_size,intermediate_size,num_experts_model,top_k_model,ose_topk,main_weight_group_size,ose_weight_group_size,gate_channels_per_scale,down_channels_per_scale,duquant_block_size,duquant_rotation_stages,include_duquant_permutation,include_down_duquant_transform,latency_ms,latency_q20_ms,latency_q80_ms,latency_std_ms,speedup_over_duquant_once,speedup_over_plain_no_ose,max_abs_error,max_rel_error,kernel_sequence,block_m,block_n,block_k,num_warps,dtype
routed_moe_layer,olmoe,duquant_once,1,1,1,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,1.052243,1.048945,1.065997,0.014679,1.000000,0.793479,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,1,1,1,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,0.834933,0.833625,0.835064,0.002589,1.260272,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,1,1,1,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,0.943501,0.934090,0.947130,0.012539,1.115254,0.884931,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,1,2,2,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,1.056397,1.053824,1.061372,0.007837,1.000000,0.791822,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,1,2,2,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,0.836478,0.834894,0.839636,0.005824,1.262911,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,1,2,2,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,0.933827,0.932151,0.934434,0.003980,1.131256,0.895753,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,1,4,4,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,1.057148,1.051220,1.057715,0.009779,1.000000,0.792460,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,1,4,4,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,0.837747,0.837226,0.840370,0.002780,1.261894,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,1,4,4,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,0.943844,0.942624,0.947615,0.245778,1.120045,0.887591,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,1,8,8,1,2048,1024,64,8,16,2048,1,1024,2048,128,2,1,1,1.096103,1.053228,1.155570,0.072237,1.000000,0.757698,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
