group_size,topk,metric,tier_quants,tier_fractions,moe_outlier_quant,moe_outlier_score,router_weight_channel_group_size,actual_avg_sum_bits,status,wikitext2,c4,calibration_seconds,duquant_seconds,inference_wikitext2_seconds,inference_c4_seconds,plan_path,output_dir,plan_log,run_log,rank_log
"256","64","route_range","w4g-1-a4g-1,w5g-1-a8g-1,w6g-1-a8g-1","0.234375,0.59375,0.171875","w8a8","smooth_scale","256","12.0","ok","7.051990509033203","11.348187446594238","525.956899","483.755037","250.552371","468.891341","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_256/plans/moe_quant_plan_routed_range.json","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_256/topk_64/output","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_256/plan.log","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_256/topk_64/run.log","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_256/topk_64/output/olmoe_compat_w4a8_Rw8a8/log_rank0_1784684431.txt"
"512","64","route_range","w4g-1-a4g-1,w5g-1-a8g-1,w6g-1-a8g-1","0.234375,0.59375,0.171875","w8a8","smooth_scale","512","12.0","ok","7.135315895080566","11.384045600891113","568.015551","525.178083","257.530765","467.405479","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_512/plans/moe_quant_plan_routed_range.json","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_512/topk_64/output","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_512/plan.log","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_512/topk_64/run.log","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_512/topk_64/output/olmoe_compat_w4a8_Rw8a8/log_rank0_1784685797.txt"
"1024","64","route_range","w4g-1-a4g-1,w5g-1-a8g-1,w6g-1-a8g-1","0.234375,0.59375,0.171875","w8a8","smooth_scale","1024","12.0","ok","7.215472221374512","11.472391128540039","533.818260","491.061290","256.937489","466.937123","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_1024/plans/moe_quant_plan_routed_range.json","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_1024/topk_64/output","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_1024/plan.log","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_1024/topk_64/run.log","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_1024/topk_64/output/olmoe_compat_w4a8_Rw8a8/log_rank0_1784687209.txt"
"2048","64","route_range","w4g-1-a4g-1,w5g-1-a8g-1,w6g-1-a8g-1","0.234375,0.59375,0.171875","w8a8","smooth_scale","2048","12.0","ok","7.227738857269287","11.513185501098633","532.577781","491.315945","255.490288","465.520351","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_2048/plans/moe_quant_plan_routed_range.json","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_2048/topk_64/output","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_2048/plan.log","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_2048/topk_64/run.log","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk64_group_missing_olmoe_ppl_20260722_093836/group_2048/topk_64/output/olmoe_compat_w4a8_Rw8a8/log_rank0_1784688590.txt"
