metric,actual_avg_sum_bits,status,wikitext2,c4,calibration_seconds,duquant_seconds,inference_wikitext2_seconds,inference_c4_seconds,plan_path,output_dir,run_log
"routed_tail","12.0","ok","6.925682067871094","11.183506965637207","528.196846","486.258919","252.082704","478.694907","/home/lwk/HeteroQuant_Repro/experiments/routed_tail_kurtosis_olmoe_ppl_20260715_213038/plans/moe_quant_plan_routed_tail.json","/home/lwk/HeteroQuant_Repro/experiments/routed_tail_kurtosis_olmoe_ppl_20260715_213038/routed_tail/output","/home/lwk/HeteroQuant_Repro/experiments/routed_tail_kurtosis_olmoe_ppl_20260715_213038/routed_tail/run.log"
"routed_kurtosis","12.0","ok","6.977761745452881","11.19936752319336","528.435672","486.125512","249.202898","454.383697","/home/lwk/HeteroQuant_Repro/experiments/routed_tail_kurtosis_olmoe_ppl_20260715_213038/plans/moe_quant_plan_routed_kurtosis.json","/home/lwk/HeteroQuant_Repro/experiments/routed_tail_kurtosis_olmoe_ppl_20260715_213038/routed_kurtosis/output","/home/lwk/HeteroQuant_Repro/experiments/routed_tail_kurtosis_olmoe_ppl_20260715_213038/routed_kurtosis/run.log"
