scope,preset,variant,active_experts,tokens_per_expert,total_routed_tokens,total_tokens,hidden_size,intermediate_size,num_experts_model,top_k_model,ose_topk,main_weight_group_size,ose_weight_group_size,gate_channels_per_scale,down_channels_per_scale,duquant_block_size,duquant_rotation_stages,include_duquant_permutation,include_down_duquant_transform,latency_ms,latency_q20_ms,latency_q80_ms,latency_std_ms,speedup_over_duquant_once,speedup_over_plain_no_ose,max_abs_error,max_rel_error,kernel_sequence,block_m,block_n,block_k,num_warps,dtype
routed_moe_layer,olmoe,duquant_once,1,1,1,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,1.057617,1.054426,1.059524,0.010303,1.000000,0.799929,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,1,1,1,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,0.846019,0.845465,0.849662,0.002844,1.250110,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,1,1,1,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,0.970544,0.953199,1.001403,0.049412,1.089716,0.871696,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,1,2,2,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,1.052822,1.051435,1.053135,0.008248,1.000000,0.798662,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,1,2,2,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,0.840849,0.840422,0.842125,0.012009,1.252094,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,1,2,2,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,0.952164,0.951129,0.952426,0.001655,1.105715,0.883093,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,1,4,4,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,1.065934,1.065141,1.070650,0.216742,1.000000,0.808312,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,1,4,4,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,0.861607,0.847241,0.863685,0.016417,1.237146,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,1,4,4,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,0.955604,0.953705,0.967732,0.025390,1.115456,0.901636,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,1,8,8,1,2048,1024,64,8,128,2048,1,1024,2048,128,2,1,1,1.049329,1.049041,1.063043,0.013851,1.000000,0.804389,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
