preset,variant,active_experts,tokens_per_expert,total_routed_tokens,hidden_size,intermediate_size,num_experts_model,top_k_model,ose_topk,main_weight_group_size,ose_weight_group_size,gate_channels_per_scale,down_channels_per_scale,duquant_block_size,duquant_rotation_stages,include_duquant_permutation,include_down_duquant_transform,latency_ms,latency_q20_ms,latency_q80_ms,latency_std_ms,speedup_over_duquant_once,speedup_over_plain_no_ose,max_abs_error,max_rel_error,kernel_sequence,block_m,block_n,block_k,num_warps,dtype,routed_token_experts,main_gemm_macs,gateup_duquant_transform_macs,common_down_duquant_transform_macs,ose_branch_macs,total_online_macs_current_layout,total_online_ops_mac2_current_layout,effective_tops_mac2_current_layout,compact_ours_total_macs_if_split_main_columns,duplicate_ose_extra_macs_current_layout,duquant_unique_overhead_macs_per_routed_token,ose_unique_overhead_macs_per_routed_token,unique_overhead_reduction_duquant_vs_ose,estimated_kernel_launches,main_qparam_groups_per_expert,main_qparam_groups_active_experts,main_qparam_groups_all_model_experts,main_qparam_bytes_active_experts,main_qparam_bytes_all_model_experts,main_qparam_reduction_vs_per_channel,main_int8_weight_bytes_per_expert,ose_duplicate_int8_weight_bytes_per_expert_current_layout,ose_duplicate_weight_overhead_ratio_current_layout
olmoe,plain_no_ose,1,8,8,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.646626,0.646223,0.646880,0.053438,1.317794,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,8,50331648,4194304,2097152,1048576,52428800,104857600,0.162161,52428800,0,524288,131072,4.000000,9,4,4,256,16,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,1,8,8,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.744247,0.743303,0.744363,0.001469,1.144942,0.868833,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,8,50331648,4194304,2097152,1048576,53477376,106954752,0.143709,52428800,1048576,524288,131072,4.000000,10,4,4,256,16,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,1,16,16,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.860310,0.858629,0.860684,0.022459,1.000000,0.753315,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,16,100663296,8388608,4194304,2097152,113246208,226492416,0.263268,104857600,0,524288,131072,4.000000,12,4,4,256,16,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,1,16,16,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.648084,0.647086,0.652118,0.033386,1.327467,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,16,100663296,8388608,4194304,2097152,104857600,209715200,0.323593,104857600,0,524288,131072,4.000000,9,4,4,256,16,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,1,16,16,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.749929,0.749403,0.750948,0.002317,1.147189,0.864194,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,16,100663296,8388608,4194304,2097152,106954752,213909504,0.285240,104857600,2097152,524288,131072,4.000000,10,4,4,256,16,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,1,32,32,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.846706,0.845096,0.847316,0.002584,1.000000,0.752228,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,32,201326592,16777216,8388608,4194304,226492416,452984832,0.534997,209715200,0,524288,131072,4.000000,12,4,4,256,16,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,1,32,32,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.636916,0.635630,0.637256,0.000959,1.329384,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,32,201326592,16777216,8388608,4194304,209715200,419430400,0.658533,209715200,0,524288,131072,4.000000,9,4,4,256,16,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,1,32,32,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.748594,0.747887,0.760828,0.007760,1.131062,0.850816,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,32,201326592,16777216,8388608,4194304,213909504,427819008,0.571497,209715200,4194304,524288,131072,4.000000,10,4,4,256,16,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,8,1,8,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.875890,0.875710,0.913014,0.163810,1.000000,0.732249,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,8,50331648,4194304,2097152,1048576,56623104,113246208,0.129293,52428800,0,524288,131072,4.000000,12,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,8,1,8,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.641370,0.639329,0.644151,0.005517,1.365655,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,8,50331648,4194304,2097152,1048576,52428800,104857600,0.163490,52428800,0,524288,131072,4.000000,9,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,8,1,8,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.741288,0.740252,0.743185,0.003151,1.181579,0.865210,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,8,50331648,4194304,2097152,1048576,53477376,106954752,0.144282,52428800,1048576,524288,131072,4.000000,10,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,8,2,16,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.851746,0.850572,0.852157,0.001171,1.000000,0.751593,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,16,100663296,8388608,4194304,2097152,113246208,226492416,0.265915,104857600,0,524288,131072,4.000000,12,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,8,2,16,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.640166,0.639570,0.640966,0.001694,1.330508,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,16,100663296,8388608,4194304,2097152,104857600,209715200,0.327595,104857600,0,524288,131072,4.000000,9,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,8,2,16,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.749303,0.747962,0.749505,0.001569,1.136718,0.854349,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,16,100663296,8388608,4194304,2097152,106954752,213909504,0.285478,104857600,2097152,524288,131072,4.000000,10,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,8,4,32,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.857209,0.856958,0.857359,0.024859,1.000000,0.754052,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,32,201326592,16777216,8388608,4194304,226492416,452984832,0.528442,209715200,0,524288,131072,4.000000,12,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,8,4,32,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.646380,0.643561,0.647612,0.032900,1.326169,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,32,201326592,16777216,8388608,4194304,209715200,419430400,0.648891,209715200,0,524288,131072,4.000000,9,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,8,4,32,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.749219,0.748754,0.749238,0.003663,1.144137,0.862738,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,32,201326592,16777216,8388608,4194304,213909504,427819008,0.571020,209715200,4194304,524288,131072,4.000000,10,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,8,8,64,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,1.020976,0.868386,1.100523,0.325053,1.000000,0.644269,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,64,402653184,33554432,16777216,8388608,452984832,905969664,0.887356,419430400,0,524288,131072,4.000000,12,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,8,8,64,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.657783,0.649681,0.661474,0.009999,1.552147,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,64,402653184,33554432,16777216,8388608,419430400,838860800,1.275285,419430400,0,524288,131072,4.000000,9,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,8,8,64,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.751623,0.750369,0.754920,0.002769,1.358362,0.875150,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,64,402653184,33554432,16777216,8388608,427819008,855638016,1.138387,419430400,8388608,524288,131072,4.000000,10,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,8,16,128,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,1.225693,1.061878,1.377332,0.237275,1.000000,0.762254,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,128,805306368,67108864,33554432,16777216,905969664,1811939328,1.478298,838860800,0,524288,131072,4.000000,12,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,8,16,128,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.934289,0.894474,0.966789,0.112460,1.311899,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,128,805306368,67108864,33554432,16777216,838860800,1677721600,1.795720,838860800,0,524288,131072,4.000000,9,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,8,16,128,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.740478,0.739243,0.741846,0.002580,1.655273,1.261738,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,128,805306368,67108864,33554432,16777216,855638016,1711276032,2.311042,838860800,16777216,524288,131072,4.000000,10,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,8,32,256,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.854855,0.853012,0.855096,0.001733,1.000000,0.753583,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,256,1610612736,134217728,67108864,33554432,1811939328,3623878656,4.239173,1677721600,0,524288,131072,4.000000,12,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,8,32,256,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.644204,0.642673,0.645538,0.002415,1.326994,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,256,1610612736,134217728,67108864,33554432,1677721600,3355443200,5.208666,1677721600,0,524288,131072,4.000000,9,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,8,32,256,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.744028,0.743320,0.746590,0.005444,1.148955,0.865833,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,256,1610612736,134217728,67108864,33554432,1711276032,3422552064,4.600031,1677721600,33554432,524288,131072,4.000000,10,4,32,256,128,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,16,1,16,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.856702,0.856156,0.858460,0.001335,1.000000,0.755825,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,16,100663296,8388608,4194304,2097152,113246208,226492416,0.264377,104857600,0,524288,131072,4.000000,12,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,16,1,16,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.647517,0.646942,0.647676,0.000609,1.323057,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,16,100663296,8388608,4194304,2097152,104857600,209715200,0.323876,104857600,0,524288,131072,4.000000,9,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,16,1,16,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.750288,0.749332,0.750639,0.021633,1.141831,0.863025,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,16,100663296,8388608,4194304,2097152,106954752,213909504,0.285103,104857600,2097152,524288,131072,4.000000,10,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,16,2,32,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.839613,0.839585,0.840347,0.045365,1.000000,0.756422,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,32,201326592,16777216,8388608,4194304,226492416,452984832,0.539516,209715200,0,524288,131072,4.000000,12,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,16,2,32,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.635102,0.633826,0.635767,0.003839,1.322013,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,32,201326592,16777216,8388608,4194304,209715200,419430400,0.660414,209715200,0,524288,131072,4.000000,9,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,16,2,32,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.749429,0.749118,0.751689,0.006551,1.120337,0.847448,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,32,201326592,16777216,8388608,4194304,213909504,427819008,0.570860,209715200,4194304,524288,131072,4.000000,10,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,16,4,64,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.858019,0.857564,0.859054,0.003013,1.000000,0.753832,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,64,402653184,33554432,16777216,8388608,452984832,905969664,1.055885,419430400,0,524288,131072,4.000000,12,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,16,4,64,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.646802,0.645460,0.647768,0.002339,1.326556,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,64,402653184,33554432,16777216,8388608,419430400,838860800,1.296936,419430400,0,524288,131072,4.000000,9,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,16,4,64,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.739660,0.739506,0.743700,0.010581,1.160018,0.874459,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,64,402653184,33554432,16777216,8388608,427819008,855638016,1.156799,419430400,8388608,524288,131072,4.000000,10,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,16,8,128,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.862366,0.859627,0.866196,0.007250,1.000000,0.751389,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,128,805306368,67108864,33554432,16777216,905969664,1811939328,2.101126,838860800,0,524288,131072,4.000000,12,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,16,8,128,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.647972,0.646338,0.651174,0.013851,1.330869,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,128,805306368,67108864,33554432,16777216,838860800,1677721600,2.589188,838860800,0,524288,131072,4.000000,9,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,16,8,128,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.752252,0.750942,0.754802,0.002729,1.146379,0.861376,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,128,805306368,67108864,33554432,16777216,855638016,1711276032,2.274871,838860800,16777216,524288,131072,4.000000,10,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,16,16,256,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.856959,0.851675,0.860472,0.007153,1.000000,0.748035,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,256,1610612736,134217728,67108864,33554432,1811939328,3623878656,4.228766,1677721600,0,524288,131072,4.000000,12,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,plain_no_ose,16,16,256,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.641035,0.639310,0.641197,0.001485,1.336837,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,256,1610612736,134217728,67108864,33554432,1677721600,3355443200,5.234415,1677721600,0,524288,131072,4.000000,9,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,ours_ose_w8a8,16,16,256,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.750299,0.748979,0.758724,0.012961,1.142157,0.854373,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,256,1610612736,134217728,67108864,33554432,1711276032,3422552064,4.561584,1677721600,33554432,524288,131072,4.000000,10,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
olmoe,duquant_once,16,32,512,2048,1024,64,8,64,1024,1,1024,1024,128,2,1,1,0.867682,0.866981,0.867796,0.003260,1.000000,0.754420,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output,512,3221225472,268435456,134217728,67108864,3623878656,7247757312,8.353011,3355443200,0,524288,131072,4.000000,12,4,64,256,256,1024,1024.000000,6291456,131072,0.020833
