selection_label,moe_outlier_score,planner_metric,common_plan,topk,moe_outlier_quant,weight_channel_group_size,router_weight_channel_group_size,tier_quants,tier_fractions,status,wikitext2,c4,calibration_seconds,duquant_seconds,inference_wikitext2_seconds,inference_c4_seconds,output_dir,run_log,rank_log
"shared_scale","shared_scale","route_range","/home/lwk/HeteroQuant_Repro/experiments/route_range_topk_group_ablation_olmoe_ppl_20260721_233425/group_1/plans/moe_quant_plan_routed_range.json","64","w8a8","1","1","w4g-1-a4g-1,w5g-1-a8g-1,w6g-1-a8g-1","0.234375,0.59375,0.171875","ok","6.9126505851745605","11.136529922485352","552.273020","507.259084","260.509267","472.677313","/home/lwk/HeteroQuant_Repro/experiments/ose_selection_metric_ablation_olmoe_ppl_20260722_154835/shared_scale/output","/home/lwk/HeteroQuant_Repro/experiments/ose_selection_metric_ablation_olmoe_ppl_20260722_154835/shared_scale/run.log","/home/lwk/HeteroQuant_Repro/experiments/ose_selection_metric_ablation_olmoe_ppl_20260722_154835/shared_scale/output/olmoe_compat_w4a8_Rw8a8/log_rank0_1784706518.txt"
