preset,variant,active_experts,tokens_per_expert,total_routed_tokens,hidden_size,intermediate_size,num_experts_model,top_k_model,ose_topk,main_weight_group_size,ose_weight_group_size,gate_channels_per_scale,down_channels_per_scale,duquant_block_size,duquant_rotation_stages,include_duquant_permutation,include_down_duquant_transform,latency_ms,latency_q20_ms,latency_q80_ms,latency_std_ms,speedup_over_duquant_once,speedup_over_plain_no_ose,max_abs_error,max_rel_error,kernel_sequence,block_m,block_n,block_k,num_warps,dtype
olmoe,duquant_once,1,1,1,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.858710,0.858594,0.860880,0.042393,1.000000,0.749602,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,plain_no_ose,1,1,1,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.643691,0.642927,0.644012,0.001259,1.334041,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,ours_ose_w8a8,1,1,1,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.755901,0.752825,0.756931,0.037653,1.136009,0.851555,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,duquant_once,1,2,2,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.857445,0.856659,0.861364,0.022762,1.000000,0.756114,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,plain_no_ose,1,2,2,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.648326,0.646148,0.648534,0.027878,1.322552,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,ours_ose_w8a8,1,2,2,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.750916,0.750259,0.753301,0.003010,1.141865,0.863380,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,duquant_once,1,4,4,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.855647,0.854394,0.856013,0.001937,1.000000,0.754525,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,plain_no_ose,1,4,4,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.645607,0.645602,0.645624,0.000499,1.325337,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,ours_ose_w8a8,1,4,4,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.748448,0.747591,0.750250,0.010230,1.143228,0.862594,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,duquant_once,1,8,8,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.859351,0.854895,0.861791,0.004112,1.000000,0.750535,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,plain_no_ose,1,8,8,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.644973,0.644486,0.645470,0.000521,1.332383,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,ours_ose_w8a8,1,8,8,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.751027,0.750494,0.752001,0.001157,1.144234,0.858788,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
olmoe,duquant_once,1,16,16,2048,1024,64,8,64,2048,1,1024,2048,128,2,1,1,0.857066,0.856529,0.857799,0.001395,1.000000,0.754026,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
