scope,preset,variant,active_experts,tokens_per_expert,total_routed_tokens,total_tokens,hidden_size,intermediate_size,num_experts_model,top_k_model,ose_topk,main_weight_group_size,ose_weight_group_size,gate_channels_per_scale,down_channels_per_scale,duquant_block_size,duquant_rotation_stages,include_duquant_permutation,include_down_duquant_transform,latency_ms,latency_q20_ms,latency_q80_ms,latency_std_ms,speedup_over_duquant_once,speedup_over_plain_no_ose,max_abs_error,max_rel_error,kernel_sequence,block_m,block_n,block_k,num_warps,dtype
routed_moe_layer,olmoe,duquant_once,8,8,64,8,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.056343,1.051787,1.062471,0.013792,1.000000,0.808690,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,8,8,64,8,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.854254,0.844025,0.854395,0.019629,1.236568,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,8,8,64,8,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.943515,0.942323,0.944074,0.001859,1.119583,0.905395,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,8,16,128,16,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.060062,1.058078,1.066238,0.011798,1.000000,0.794210,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,8,16,128,16,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.841912,0.828483,0.844420,0.023115,1.259113,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,8,16,128,16,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.948359,0.946963,0.949755,0.012918,1.117786,0.887757,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,8,32,256,32,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.062090,1.060240,1.063782,0.008501,1.000000,0.787258,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,8,32,256,32,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.836139,0.835686,0.837358,0.001811,1.270231,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,8,32,256,32,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.950773,0.948952,0.957990,0.024031,1.117081,0.879431,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,16,1,16,2,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.057057,1.056472,1.057870,0.012512,1.000000,0.798154,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,16,1,16,2,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.843694,0.841031,0.843835,0.002033,1.252891,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,16,1,16,2,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.952812,0.941449,0.963379,0.011930,1.109408,0.885478,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,16,2,32,4,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.051121,1.047375,1.060525,0.011351,1.000000,0.796099,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,16,2,32,4,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.836796,0.834328,0.836988,0.001518,1.256126,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,16,2,32,4,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.936345,0.934298,0.940226,0.016408,1.122579,0.893683,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
