label,a_dynamic_method,wbits,abits,router_wbits,router_abits,fc1_scale_merge,fast_moe_down_calibration,moe_outlier_topk,disable_moe_gate_up_duquant_rotation,weight_channel_group_size,router_weight_channel_group_size,status,wikitext2,c4,calibration_seconds,duquant_seconds,inference_wikitext2_seconds,inference_c4_seconds,output_dir,rank_log,run_log
"eaquant_act_per_tensor","per_tensor","4","8","8","8","max","0","0","0","1","1","ok","7.056738376617432","11.192534446716309","1029.031676","833.101075","215.878514","392.829293","/home/lwk/HeteroQuant_Repro/experiments/eaquant_act_per_tensor_olmoe_ppl_20260719_183338/output","/home/lwk/HeteroQuant_Repro/experiments/eaquant_act_per_tensor_olmoe_ppl_20260719_183338/output/olmoe_compat_w4a8_Rw8a8/log_rank0_1784457221.txt","/home/lwk/HeteroQuant_Repro/experiments/eaquant_act_per_tensor_olmoe_ppl_20260719_183338/run.log"
