label,metric,tier_quants,tier_fractions,weight_channel_group_size,router_weight_channel_group_size,moe_outlier_topk,moe_outlier_quant,moe_outlier_score,actual_avg_sum_bits,status,wikitext2,c4,acc_avg,arc_challenge,arc_easy,boolq,openbookqa,piqa,winogrande,calibration_seconds,duquant_seconds,inference_wikitext2_seconds,inference_c4_seconds,inference_task_all_seconds,plan_path,output_dir,plan_log,run_log,rank_log
"3tier_w4a4_w5a8_w6a8","route_range","w4g-1-a4g-1,w5g-1-a8g-1,w6g-1-a8g-1","0.234375,0.59375,0.171875","1","1","64","w8a8","smooth_scale","12.0","ok","6.9023637771606445","11.131814002990723","0.6457190330154998","0.4863481228668942","0.7605218855218855","0.6847094801223241","0.454","0.7894450489662677","0.6992896606156275","549.818109","503.961670","263.217687","477.352592","7801.289088","/home/lwk/HeteroQuant_Repro/experiments/reproduce_route_range_3tier_group1_downstream_olmoe_20260721_164449/plans/moe_quant_plan_routed_range.json","/home/lwk/HeteroQuant_Repro/experiments/reproduce_route_range_3tier_group1_downstream_olmoe_20260721_164449/output","/home/lwk/HeteroQuant_Repro/experiments/reproduce_route_range_3tier_group1_downstream_olmoe_20260721_164449/plan.log","/home/lwk/HeteroQuant_Repro/experiments/reproduce_route_range_3tier_group1_downstream_olmoe_20260721_164449/run.log","/home/lwk/HeteroQuant_Repro/experiments/reproduce_route_range_3tier_group1_downstream_olmoe_20260721_164449/output/olmoe_compat_w4a8_Rw8a8/log_rank0_1784623611.txt"
